countryListID,countryList
1264,"Croatia, Latvia, Kiribati, Eswatini, Comoros"
1265,"Turkey, Bosnia and Herzegovina, Libya"
1266,"Kiribati, Bahrain, Ecuador"
1267,"Ireland, Belize, Hungary, Venezuela, Kosovo"
1268,"Kuwait, Somalia"
1269,"Antigua and Barbuda, South Africa, United States, Guinea, Ethiopia"
1270,"Laos, Congo, Republic of the, Latvia, Niger, Vanuatu"
1271,"Chad, Sierra Leone, Japan"
1272,"Seychelles, Barbados, Vatican City, Guatemala"
1273,Jordan
1274,"Chad, Austria"
1275,"Estonia, Kuwait"
1276,"Micronesia, Federated States of, Algeria"
1277,"Bangladesh, Sierra Leone, Turkmenistan, Côte d’Ivoire, Fiji"
1278,"Tonga, Algeria, Myanmar (Burma), Netherlands"
1279,"Luxembourg, Uruguay, Saint Lucia, United Arab Emirates, Central African Republic"
1280,"The Gambia, Cameroon, Saint Kitts and Nevis, Russia"
1281,"Tuvalu, Botswana"
1282,"Brazil, Pakistan, Chile, Japan"
1283,"Kenya, Guatemala, Samoa, East Timor (Timor-Leste)"
1284,"San Marino, Nigeria, Ukraine, Nauru, Moldova"
1285,"Saint Vincent and the Grenadines, Peru, Malaysia, Kazakhstan, Trinidad and Tobago"
1286,"Austria, Italy, Mexico, Egypt, Slovakia"
1287,"Egypt, China, Yemen"
1288,"Kuwait, Venezuela, Ireland, Lebanon, Eritrea"
1289,"Syria, Mozambique, Bangladesh, Sweden, Croatia"
1290,Trinidad and Tobago
1291,"Tunisia, Chile, New Zealand"
1292,"Libya, Malta, Burkina Faso, Ethiopia, Norway"
1293,United States
1294,"France, Lesotho, Lithuania"
1295,Suriname
1296,El Salvador
1297,"Paraguay, Azerbaijan, United Kingdom, Denmark, Pakistan"
1298,"Bahrain, Singapore"
1299,"Cameroon, Lithuania, Czech Republic, Tunisia, Poland"
1300,"Myanmar (Burma), The Gambia, Djibouti"
1301,"Tunisia, Colombia, Netherlands"
1302,"Austria, Albania, Finland"
1303,Côte d’Ivoire
1304,"Haiti, Ecuador, Saint Vincent and the Grenadines, Sudan, South"
1305,"Bhutan, Serbia, Tajikistan, Denmark"
1306,"Norway, Ukraine"
1307,"Montenegro, Switzerland, Sri Lanka, Central African Republic"
1308,"Somalia, Algeria, Lebanon, Switzerland, Kazakhstan"
1309,"Zambia, Equatorial Guinea, Tanzania, Kuwait, Qatar"
1310,"Egypt, Kiribati, Maldives, Trinidad and Tobago"
1311,Brunei
1312,"Korea, South, Finland, Philippines, Iran, Laos"
1313,China
1314,"United Arab Emirates, Guyana"
1315,"Kuwait, Argentina, Fiji, Tajikistan"
1316,Chad
1317,"Singapore, Jamaica, Sudan, South, Serbia, Togo"
1318,United States
1319,"Nigeria, Senegal, Belgium, Pakistan"
1320,"Andorra, Dominican Republic, New Zealand"
1321,"Guatemala, Singapore, Paraguay"
1322,"Papua New Guinea, Uzbekistan"
1323,"Austria, Singapore, Zambia"
1324,Luxembourg
1325,"Tajikistan, Burundi, Luxembourg, Serbia"
1326,El Salvador
1327,"Slovakia, Ireland"
1328,"Libya, Djibouti"
1329,"Azerbaijan, Turkey, Cyprus, Guatemala, Iceland"
1330,"Panama, Jamaica, Côte d’Ivoire"
1331,"Colombia, Luxembourg, Venezuela, Philippines, Bahrain"
1332,"Peru, Grenada, Ireland, China"
1333,"Italy, Mongolia, Portugal, Saudi Arabia, Latvia"
1334,"Lebanon, Chile, Saudi Arabia"
1335,"Bulgaria, Korea, South, Japan, Malawi, Australia"
1336,"Sierra Leone, Saint Kitts and Nevis"
1337,"Botswana, Kosovo, Dominica, Ireland, Antigua and Barbuda"
1338,"Korea, South, Bolivia, United Arab Emirates, Nauru"
1339,"Philippines, Paraguay, Solomon Islands, Eritrea, Tuvalu"
1340,"Angola, Bhutan, South Africa, Solomon Islands, Rwanda"
1341,"Ecuador, Saint Kitts and Nevis, Australia, The Gambia"
1342,"Bosnia and Herzegovina, United Arab Emirates, Vietnam, Central African Republic"
1343,"Marshall Islands, Zimbabwe, Greece, Comoros, Vanuatu"
1344,"Mongolia, Malawi, Kenya, Ghana"
1345,"Indonesia, Niger, Dominica, Cyprus, Papua New Guinea"
1346,"Philippines, Tanzania"
1347,"Cuba, Kuwait, Brunei, Thailand"
1348,"Japan, Armenia, Belize, Sudan, South, Turkmenistan"
1349,"Bahrain, Liberia, Myanmar (Burma), Grenada, Pakistan"
1350,"Nicaragua, Cuba, Benin, Madagascar"
1351,"Iceland, Mali"
1352,"India, Norway, Slovakia"
1353,"Nigeria, Barbados, Austria"
1354,"Germany, Congo, Democratic Republic of the"
1355,"Hungary, Belize, Argentina, Sudan"
1356,"Kosovo, Denmark, Jamaica, Syria"
1357,"Algeria, Panama, Honduras, Equatorial Guinea"
1358,"Bosnia and Herzegovina, France"
1359,"Dominican Republic, Niger, Sierra Leone"
1360,Burundi
1361,"Latvia, Burundi, Zimbabwe"
1362,Colombia
1363,Colombia
1364,"Jamaica, Singapore, Tunisia"
1365,"Central African Republic, Bhutan, Seychelles"
1366,"Cyprus, Botswana, Cameroon, Sudan, Qatar"
1367,"United States, Slovakia"
1368,Mongolia
1369,"Tajikistan, Kosovo, Antigua and Barbuda, United States"
1370,China
1371,"Monaco, Ecuador"
1372,Nepal
1373,"Norway, Samoa, Oman, Malawi, Bulgaria"
1374,Moldova
1375,"The Bahamas, Yemen, Senegal, Sao Tome and Principe, Solomon Islands"
1376,"Angola, Ghana, Comoros, Mauritania"
1377,"Burkina Faso, Palau, Nigeria"
1378,"Tonga, Uzbekistan, Brazil"
1379,"Sri Lanka, Papua New Guinea"
1380,"Seychelles, Mauritania, Monaco, Sierra Leone"
1381,"Bulgaria, Eritrea, San Marino, Spain, Colombia"
1382,"Côte d’Ivoire, Tuvalu"
1383,"Barbados, Croatia, Guyana"
1384,"Algeria, Portugal, Nigeria, Mexico"
1385,"Barbados, Dominican Republic, Tuvalu"
1386,"Montenegro, Taiwan, Uruguay, Sri Lanka, Nigeria"
1387,Marshall Islands
1388,"Tonga, Rwanda, Costa Rica, San Marino"
1389,Somalia
1390,Czech Republic
1391,"Congo, Democratic Republic of the, India"
1392,"Spain, Morocco, Bangladesh, Grenada"
1393,"Argentina, Benin, Bahrain, Austria, Vatican City"
1394,"Congo, Democratic Republic of the, Germany, Brunei"
1395,"Eritrea, Mali, Croatia"
1396,"Mongolia, South Africa, Philippines"
1397,"Haiti, Kyrgyzstan"
1398,"Mozambique, Afghanistan"
1399,"Palau, Kazakhstan, Antigua and Barbuda"
1400,"Germany, Niger, Kiribati, Argentina, Congo, Republic of the"
1401,"Finland, Germany, Hungary, Iraq, Tajikistan"
1402,Madagascar
1403,Ethiopia
1404,"Comoros, Kazakhstan, Saint Kitts and Nevis, Tunisia"
1405,"Belgium, Egypt, Brunei"
1406,"Mexico, Suriname, Philippines, Hungary, Malaysia"
1407,Malaysia
1408,"Cameroon, Poland"
1409,"Malaysia, Greece, Belize, Lesotho"
1410,"North Macedonia, Argentina, Zimbabwe, Ghana, Mongolia"
1411,"Thailand, Haiti, Ecuador"
1412,Malaysia
1413,Papua New Guinea
1414,"Barbados, Sierra Leone, Andorra"
1415,"Croatia, Argentina, Vanuatu, Singapore, Lithuania"
1416,"Slovakia, Fiji, Eritrea, Togo, Uganda"
1417,"Sao Tome and Principe, Bhutan, Iraq"
1418,"Saint Kitts and Nevis, Kiribati"
1419,Barbados
1420,"Laos, Kazakhstan, Australia"
1421,Burundi
1422,"Myanmar (Burma), Brazil, Fiji, Costa Rica"
1423,"Guatemala, Finland"
1424,"Italy, United Arab Emirates, Slovakia, Algeria, Luxembourg"
1425,"Hungary, Belize"
1426,"Hungary, Dominica"
1427,"Panama, Grenada, Monaco, Brazil"
1428,The Gambia
1429,"Denmark, Syria"
1430,"Guyana, Greece, Iceland"
1431,"Paraguay, Marshall Islands"
1432,"Switzerland, United Arab Emirates, Netherlands, Kosovo"
1433,"North Macedonia, Colombia, Peru, Sudan"
1434,"Sri Lanka, Samoa, Mauritius, Slovakia"
1435,"Haiti, Kazakhstan, Guinea, Finland"
1436,"Peru, Vietnam"
1437,"Mexico, Mongolia, Luxembourg, Ireland"
1438,"Mozambique, Vietnam, Ukraine"
1439,"Senegal, New Zealand"
1440,"Luxembourg, Costa Rica, Micronesia, Federated States of, United Arab Emirates"
1441,"Japan, United Kingdom, Romania, Papua New Guinea"
1442,"Brunei, Vatican City"
1443,"Russia, Nauru, The Bahamas, Austria, Saint Lucia"
1444,"Seychelles, Niger, Djibouti"
1445,Saint Lucia
1446,"Germany, Algeria"
1447,"Argentina, Saint Lucia, Tanzania, Serbia"
1448,"Namibia, The Bahamas"
1449,"Nicaragua, Gabon, Saint Vincent and the Grenadines, Sri Lanka"
1450,Bhutan
1451,Angola
1452,"Costa Rica, Botswana, Switzerland, El Salvador"
1453,"Sweden, Greece, Gabon, Yemen"
1454,"Guinea, Singapore, Kuwait, Mauritania"
1455,"Panama, Argentina, Trinidad and Tobago, Saudi Arabia"
1456,"Indonesia, Guinea-Bissau"
1457,"Fiji, Mozambique, Djibouti, Bolivia, Eswatini"
1458,"Malawi, Switzerland, Congo, Republic of the"
1459,France
1460,"Trinidad and Tobago, Ireland, Papua New Guinea"
1461,"Mozambique, Iraq, Malaysia, Cambodia"
1462,Bosnia and Herzegovina
1463,"Taiwan, Honduras"
1464,"Angola, Trinidad and Tobago, Tonga, Rwanda"
1465,"Lebanon, Nepal, Denmark, Brunei, Haiti"
1466,"Solomon Islands, Venezuela"
1467,"Ecuador, Nepal, Poland, Somalia"
1468,Switzerland
1469,"Congo, Republic of the"
1470,"Kyrgyzstan, Ireland, Singapore, Comoros"
1471,"Rwanda, India, Bhutan"
1472,Cambodia
1473,"Malta, Tanzania, Cabo Verde, Serbia, Iceland"
1474,"Rwanda, Sao Tome and Principe, Albania"
1475,"Eritrea, Saint Lucia, Botswana"
1476,"Cambodia, Ecuador, Korea, North"
1477,"Côte d’Ivoire, Myanmar (Burma), Cameroon, United Arab Emirates, Trinidad and Tobago"
1478,"Central African Republic, Cuba, Sao Tome and Principe, Honduras"
1479,"Greece, Andorra, Syria, Mongolia"
1480,"The Gambia, Dominican Republic"
1481,"Netherlands, Kuwait, Norway, India"
1482,Finland
1483,"Indonesia, Senegal"
1484,"Belize, Italy, United States"
1485,"Tajikistan, Comoros"
1486,Myanmar (Burma)
1487,Malaysia
1488,"Mauritius, Zimbabwe, Lesotho, Belize, Vietnam"
1489,"Iran, Libya, Burundi, Laos, The Gambia"
1490,Dominica
1491,Uzbekistan
1492,"Argentina, Fiji, Mexico, Austria, Iceland"
1493,"Guyana, Slovenia, Estonia, Saudi Arabia"
1494,"Korea, North, Armenia"
1495,"Djibouti, Uzbekistan"
1496,"Samoa, Taiwan, Ethiopia, Bhutan"
1497,"Singapore, Bahrain, Laos, Morocco"
1498,Andorra
1499,"Pakistan, Comoros"
1500,El Salvador
